# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_dcdm           16:(.)rho_dr             17:gr.fac. D             18:gr.fac. f          
       4.226626595637e+07       4.230930319173e-13       1.096571432936e-02       3.854482614654e+09       1.351069451303e+04       3.196566786222e-04       5.710466210537e+11       6.331032551646e-03       8.781215571974e+18       1.891390328964e+14       1.051368982078e+15       5.477568885622e-08       6.074571745502e+18       1.485703622667e+19       8.401175969083e+12       2.423464550067e+06       1.687370663049e-04       6.824191561399e-02 
       4.197245869528e+07       4.290369826456e-13       1.104247271542e-02       3.801082335097e+09       1.351069443627e+04       3.218942738729e-04       5.670770776817e+11       6.375348667915e-03       8.539584787271e+18       1.852220775118e+14       1.029595764079e+15       5.477568885622e-08       5.907419085876e+18       1.444822691818e+19       8.227192627812e+12       2.406617680214e+06       1.688173905984e-04       6.821030214933e-02 
       4.168069378854e+07       4.350644381766e-13       1.111976838911e-02       3.748421874521e+09       1.351069435898e+04       3.241475322694e-04       5.631351279577e+11       6.419974981382e-03       8.304602903685e+18       1.813862399088e+14       1.008273456280e+15       5.477568885622e-08       5.744865929193e+18       1.405066654939e+19       8.056812376861e+12       2.389887918629e+06       1.688977159043e-04       6.817872475672e-02 
       4.139095703904e+07       4.411765716321e-13       1.119760510846e-02       3.696490983263e+09       1.351069428114e+04       3.264165634532e-04       5.592205800690e+11       6.464913663208e-03       8.076086964872e+18       1.776298401870e+14       9.873927206051e+14       5.477568885622e-08       5.586785711947e+18       1.366404558934e+19       7.889960598403e+12       2.373274451255e+06       1.689780422302e-04       6.814718343003e-02 
       4.110323434838e+07       4.473745726143e-13       1.127598666244e-02       3.645279553659e+09       1.351069420276e+04       3.287014778337e-04       5.553332435360e+11       6.510166899748e-03       7.853859048859e+18       1.739512332361e+14       9.669444123618e+14       5.477568885622e-08       5.433055353250e+18       1.328806302432e+19       7.726564219904e+12       2.356776469689e+06       1.690583695837e-04       6.811567816346e-02 
       4.081751171615e+07       4.536596474371e-13       1.135491686364e-02       3.594777618081e+09       1.351069412383e+04       3.310023865928e-04       5.514729292034e+11       6.555736892661e-03       7.637746129510e+18       1.703488080146e+14       9.469195762393e+14       5.477568885622e-08       5.283555159005e+18       1.292242612345e+19       7.566551682116e+12       2.340393171150e+06       1.691386979725e-04       6.808420895156e-02 
       4.053377523925e+07       4.600330193613e-13       1.143439955194e-02       3.544975346996e+09       1.351069404435e+04       3.333194016910e-04       5.476394492305e+11       6.601625859011e-03       7.427579941813e+18       1.668209868450e+14       9.273094423860e+14       5.477568885622e-08       5.138168728712e+18       1.256685021081e+19       7.409852907740e+12       2.324123758437e+06       1.692190274044e-04       6.805277578924e-02 
       4.025201111125e+07       4.664959288323e-13       1.151443859453e-02       3.495863047053e+09       1.351069396431e+04       3.356526358723e-04       5.438326170827e+11       6.647836031382e-03       7.223196850866e+18       1.633662247226e+14       9.081054225684e+14       5.477568885622e-08       4.996782864836e+18       1.222105844375e+19       7.256399270736e+12       2.307967439890e+06       1.692993578872e-04       6.802137867177e-02 
       3.997220562168e+07       4.730496337220e-13       1.159503788585e-02       3.447431159195e+09       1.351069388371e+04       3.380022026700e-04       5.400522475218e+11       6.694369657980e-03       7.024437724471e+18       1.599830086385e+14       8.892991064103e+14       5.477568885622e-08       4.859287484673e+18       1.188478159739e+19       7.106123566269e+12       2.291923429352e+06       1.693796894287e-04       6.799001759475e-02 
       3.969434515537e+07       4.796954095727e-13       1.167620134765e-02       3.399670256798e+09       1.351069380254e+04       3.403682164120e-04       5.362981565974e+11       6.741229002747e-03       6.831147809239e+18       1.566698569175e+14       8.708822577091e+14       5.477568885622e-08       4.725575534643e+18       1.155775785496e+19       6.958959981272e+12       2.275990946133e+06       1.694600220369e-04       6.795869255415e-02 
       3.941841619181e+07       4.864345498465e-13       1.175793292896e-02       3.352571043841e+09       1.351069372081e+04       3.427507922267e-04       5.325701616377e+11       6.788416345466e-03       6.643176610092e+18       1.534253185691e+14       8.528468108293e+14       5.477568885622e-08       4.595542906934e+18       1.123973260400e+19       6.814844065630e+12       2.260169214966e+06       1.695403557198e-04       6.792740354632e-02 
       3.914440530445e+07       4.932683661759e-13       1.184023660426e-02       3.306124353090e+09       1.351069363851e+04       3.451500460481e-04       5.288680812408e+11       6.835933981880e-03       6.460377773094e+18       1.502479726517e+14       8.351848671695e+14       5.477568885622e-08       4.469088358445e+18       1.093045823809e+19       6.673712703950e+12       2.244457465978e+06       1.696206904853e-04       6.789615056794e-02 
       3.887229916011e+07       5.001981886201e-13       1.192311637897e-02       3.260321144317e+09       1.351069355563e+04       3.475660946221e-04       5.251917352657e+11       6.883784223795e-03       6.282608971498e+18       1.471364276507e+14       8.178886917037e+14       5.477568885622e-08       4.346113431960e+18       1.062969396408e+19       6.535504087921e+12       2.228854934642e+06       1.697010263417e-04       6.786493361605e-02 
       3.860208451826e+07       5.072253659229e-13       1.200657628760e-02       3.215152502543e+09       1.351069347217e+04       3.499990555116e-04       5.215409448237e+11       6.931969399197e-03       6.109731794928e+18       1.440893208688e+14       8.009507095937e+14       5.477568885622e-08       4.226522379489e+18       1.033720561461e+19       6.400157689243e+12       2.213360861751e+06       1.697813632970e-04       6.783375268808e-02 
       3.833374823043e+07       5.143512657759e-13       1.209062038652e-02       3.170609636296e+09       1.351069338813e+04       3.524490471023e-04       5.179155322696e+11       6.980491852364e-03       5.941611641620e+18       1.411053178296e+14       7.843635028714e+14       5.477568885622e-08       4.110222087717e+18       1.005276546577e+19       6.267614233122e+12       2.197974493371e+06       1.698617013596e-04       6.780260778180e-02 
       3.806727723953e+07       5.215772750843e-13       1.217525276843e-02       3.126683875907e+09       1.351069330349e+04       3.549161886090e-04       5.143153211930e+11       7.029353943983e-03       5.778117613614e+18       1.381831116925e+14       7.681198071905e+14       5.477568885622e-08       3.997122005508e+18       9.776152059858e+18       6.137815672311e+12       2.182695080812e+06       1.699420405377e-04       6.777149889537e-02 
       3.780265857926e+07       5.289048002371e-13       1.226047754972e-02       3.083366671818e+09       1.351069321827e+04       3.574006000806e-04       5.107401364099e+11       7.078558051259e-03       5.619122414839e+18       1.353214226812e+14       7.522125086450e+14       5.477568885622e-08       3.887134073401e+18       9.507150032879e+18       6.010705161682e+12       2.167521880586e+06       1.700223808396e-04       6.774042602730e-02 
       3.753987937342e+07       5.363352673803e-13       1.234629887585e-02       3.040649592919e+09       1.351069313245e+04       3.599024024065e-04       5.071898039540e+11       7.128106568035e-03       5.464502252005e+18       1.325189975224e+14       7.366346406533e+14       5.477568885622e-08       3.780172655049e+18       9.245549946921e+18       5.886227033338e+12       2.152454154376e+06       1.701027222737e-04       6.770938917648e-02 
       3.727892683535e+07       5.438701226951e-13       1.243272092324e-02       2.998524324909e+09       1.351069304602e+04       3.624217173224e-04       5.036641510683e+11       7.178001904907e-03       5.314136738214e+18       1.297746088976e+14       7.213793809078e+14       5.477568885622e-08       3.676154470540e+18       8.991148127072e+18       5.764326772232e+12       2.137491168995e+06       1.701830648487e-04       6.767838834217e-02 
       3.701978826726e+07       5.515108326787e-13       1.251974789557e-02       2.956982668674e+09       1.351069295900e+04       3.649586674159e-04       5.001630061967e+11       7.228246489342e-03       5.167908799225e+18       1.270870549053e+14       7.064400483865e+14       5.477568885622e-08       3.574998531558e+18       8.743746502839e+18       5.644950992286e+12       2.122632196353e+06       1.702634085729e-04       6.764742352401e-02 
       3.676245105962e+07       5.592588844304e-13       1.260738402743e-02       2.916016538694e+09       1.351069287136e+04       3.675133761331e-04       4.966861989757e+11       7.278842765793e-03       5.025704582305e+18       1.244551585345e+14       6.918101004276e+14       5.477568885622e-08       3.476626078324e+18       8.503152453938e+18       5.528047413020e+12       2.107876513422e+06       1.703437534549e-04       6.761649472200e-02 
       3.650690269057e+07       5.671157859403e-13       1.269563358437e-02       2.875617961469e+09       1.351069278311e+04       3.700859677838e-04       4.932335602259e+11       7.329793195825e-03       4.887413367582e+18       1.218777671496e+14       6.774831298636e+14       5.477568885622e-08       3.380960518275e+18       8.269178660321e+18       5.413564836650e+12       2.093223402199e+06       1.704240995035e-04       6.758560193654e-02 
       3.625313072527e+07       5.750830663832e-13       1.278450085738e-02       2.835779073965e+09       1.351069269424e+04       3.726765675482e-04       4.898049219441e+11       7.381100258225e-03       4.752927481838e+18       1.193537519851e+14       6.634528622158e+14       5.477568885622e-08       3.287927366428e+18       8.041642956335e+18       5.301453125664e+12       2.078672149673e+06       1.705044467274e-04       6.755474516839e-02 
       3.600112281534e+07       5.831622764162e-13       1.287399017019e-02       2.796492122085e+09       1.351069260476e+04       3.752853014827e-04       4.864001172948e+11       7.432766449130e-03       4.622142214674e+18       1.168820076519e+14       6.497131529459e+14       5.477568885622e-08       3.197454187386e+18       7.820368188885e+18       5.191663180872e+12       2.064222047789e+06       1.705847951354e-04       6.752392441872e-02 
       3.575086669823e+07       5.913549884804e-13       1.296410587747e-02       2.757749459163e+09       1.351069251464e+04       3.779122965261e-04       4.830189806024e+11       7.484794282146e-03       4.494955736983e+18       1.144614516526e+14       6.362579847656e+14       5.477568885622e-08       3.109470538943e+18       7.605182079512e+18       5.084146919897e+12       2.049872393414e+06       1.706651447363e-04       6.749313968906e-02 
