#scalar perturbations for mode k = 1.000000000000e+00 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm          
       2.932806263296e+02       1.008998665819e-03      -1.126318680695e-02      -6.334106654204e-05      -5.725357324153e-05      -7.493674377907e-06      -8.646619053964e-07      -3.776897960256e-06      -8.338276955411e-01       3.365294616571e-02       2.189507780604e-03       2.189542017609e-03      -1.360316393429e-02       2.414741039310e-03       3.134771571593e-03      -9.806079600093e+01       3.562137914174e-01 
       2.934174020201e+02       1.009644770251e-03      -1.125283355144e-02      -6.323969214483e-05      -5.747789679557e-05      -7.503436200354e-06      -8.599197279520e-07      -3.782155405004e-06      -8.384427508367e-01       3.381764820158e-02       2.189208489431e-03       2.189244797976e-03      -1.398923837356e-02       1.799785037062e-03       3.323906732354e-03      -9.810952316290e+01       3.562851936884e-01 
       2.935915240431e+02       1.010467529012e-03      -1.123968033827e-02      -6.310833485668e-05      -5.776381194770e-05      -7.515830063497e-06      -8.538759964341e-07      -3.788815268631e-06      -8.443505819226e-01       3.402794655350e-02       2.188828429603e-03       2.188866426653e-03      -1.431310679392e-02       9.704209706213e-04       3.480561894024e-03      -9.817156931060e+01       3.563760947571e-01 
       2.937656460661e+02       1.011290553006e-03      -1.122655799109e-02      -6.297452599385e-05      -5.805007626879e-05      -7.528191191254e-06      -8.478261703040e-07      -3.795438206372e-06      -8.502950913485e-01       3.423894159998e-02       2.188449454930e-03       2.188488036294e-03      -1.444059196778e-02       1.123828046898e-04       3.538836423191e-03      -9.823363128650e+01       3.564669986687e-01 
       2.939397680891e+02       1.012113842232e-03      -1.121346710600e-02      -6.283844731991e-05      -5.833666070974e-05      -7.540524599314e-06      -8.417720438598e-07      -3.802024429777e-06      -8.562764001640e-01       3.445062993495e-02       2.188071569632e-03       2.188109618150e-03      -1.436804884946e-02      -7.483572522293e-04       3.497084865846e-03      -9.829570909111e+01       3.565579053734e-01 
       2.941138901121e+02       1.012937396691e-03      -1.120040815696e-02      -6.270022415089e-05      -5.862354725084e-05      -7.552833522528e-06      -8.357156537270e-07      -3.808573850291e-06      -8.622946287637e-01       3.466300818468e-02       2.187694760847e-03       2.187731180161e-03      -1.409788233683e-02      -1.585778765529e-03       3.356686620173e-03      -9.835780272489e+01       3.566488148796e-01 
       2.942880121351e+02       1.013761216382e-03      -1.118738152044e-02      -6.255992647225e-05      -5.891072295360e-05      -7.565120611748e-06      -8.296592253770e-07      -3.815086335423e-06      -8.683498969002e-01       3.487607299162e-02       2.187318999107e-03       2.187352746622e-03      -1.363846343275e-02      -2.374600744670e-03       3.121998683053e-03      -9.841991218825e+01       3.567397272441e-01 
       2.944621341582e+02       1.014585301306e-03      -1.117438750950e-02      -6.241757231323e-05      -5.919817164947e-05      -7.577390456284e-06      -8.236051676673e-07      -3.821562228220e-06      -8.744423237019e-01       3.508982099998e-02       2.186944239277e-03       2.186974357369e-03      -1.300387089498e-02      -3.091041773588e-03       2.800221351483e-03      -9.848203748157e+01       3.568306425620e-01 
       2.946362561812e+02       1.015409651462e-03      -1.116142639222e-02      -6.227312930024e-05      -5.948587247943e-05      -7.589648273631e-06      -8.175561200084e-07      -3.828002101686e-06      -8.805720276792e-01       3.530424886247e-02       2.186570421958e-03       2.186596066502e-03      -1.221346179416e-02      -3.713534751615e-03       2.401178680623e-03      -9.854417860522e+01       3.569215609668e-01 
       2.948103782042e+02       1.016234266851e-03      -1.114849840025e-02      -6.212651477389e-05      -5.977380220918e-05      -7.601896546781e-06      -8.115149391270e-07      -3.834406105406e-06      -8.867391267232e-01       3.551935325528e-02       2.186197475322e-03       2.186217940661e-03      -1.129128075415e-02      -4.223376578241e-03       1.937018727254e-03      -9.860633555956e+01       3.570124826348e-01 
       2.949845002272e+02       1.017059147472e-03      -1.113560374307e-02      -6.197759537158e-05      -6.006193376720e-05      -7.614135258959e-06      -8.054845757211e-07      -3.840774029005e-06      -8.929437381127e-01       3.573513087488e-02       2.185825317303e-03       2.185840056931e-03      -1.026532659984e-02      -4.605291312126e-03       1.421843106888e-03      -9.866850834493e+01       3.571034077835e-01 
       2.951586222502e+02       1.017884293325e-03      -1.112274261555e-02      -6.182632573554e-05      -6.035023349864e-05      -7.626365400477e-06      -7.994679754644e-07      -3.847106011653e-06      -8.991859785128e-01       3.595157827842e-02       2.185453858669e-03       2.185462501011e-03      -9.166700706976e-03      -4.847888177775e-03       8.712781420489e-04      -9.873069696170e+01       3.571943365271e-01 
       2.953327442732e+02       1.018709704411e-03      -1.110991517848e-02      -6.167287907177e-05      -6.063866620403e-05      -7.638589843690e-06      -7.934681193164e-07      -3.853402720473e-06      -9.054659639518e-01       3.616869174780e-02       2.185083006243e-03       2.185085365096e-03      -8.028663516457e-03      -4.944000741615e-03       3.020009091853e-04      -9.879290141020e+01       3.572852687435e-01 
       2.954653272533e+02       1.019338380959e-03      -1.110017055045e-02      -6.155468999863e-05      -6.085836216575e-05      -7.647894933576e-06      -7.889127341182e-07      -3.858173915687e-06      -9.102731617871e-01       3.633445436846e-02       2.184800973142e-03       2.184798540032e-03      -7.156922216251e-03      -4.917107937274e-03      -1.333891246274e-04      -9.884027680644e+01       3.573545101566e-01 
       2.955979102334e+02       1.019967211285e-03      -1.109044554612e-02      -6.143539839792e-05      -6.107811227923e-05      -7.657196100183e-06      -7.843702067132e-07      -3.862924855071e-06      -9.151023612645e-01       3.650059935341e-02       2.184519194344e-03       2.184512055429e-03      -6.297562430809e-03      -4.804165505648e-03      -5.620066827165e-04      -9.888766138202e+01       3.574237534631e-01 
       2.957304932134e+02       1.020596195389e-03      -1.108074019582e-02      -6.131503177775e-05      -6.129790801864e-05      -7.666493140725e-06      -7.798418387244e-07      -3.867655733101e-06      -9.199536128493e-01       3.666712507220e-02       2.184237628891e-03       2.184225952361e-03      -5.465632277302e-03      -4.607226890201e-03      -9.763423665404e-04      -9.893505513705e+01       3.574929986422e-01 
       2.958630761935e+02       1.021225333271e-03      -1.107105453423e-02      -6.119359670681e-05      -6.151773989805e-05      -7.675786890743e-06      -7.753288919234e-07      -3.872367007109e-06      -9.248269667962e-01       3.683402988708e-02       2.183956237481e-03       2.183940270359e-03      -4.675688953724e-03      -4.329820778969e-03      -1.369142185378e-03      -9.898245807168e+01       3.575622456842e-01 
       2.959956591736e+02       1.021854624931e-03      -1.106138860199e-02      -6.107108859310e-05      -6.173759924059e-05      -7.685077218314e-06      -7.708326290016e-07      -3.877058994659e-06      -9.297224731473e-01       3.700131216042e-02       2.183674983159e-03       2.183655046715e-03      -3.941542140472e-03      -3.976887495692e-03      -1.733535408849e-03      -9.902987018603e+01       3.576314945853e-01 
       2.961282421536e+02       1.022484070370e-03      -1.105174245072e-02      -6.094749335139e-05      -6.195747792266e-05      -7.694362652729e-06      -7.663542877836e-07      -3.881731800291e-06      -9.346401817348e-01       3.716897026777e-02       2.183393831948e-03       2.183370315820e-03      -3.276009358561e-03      -3.554687718813e-03      -2.063156247006e-03      -9.907729148026e+01       3.577007453514e-01 
       2.962608251337e+02       1.023113669587e-03      -1.104211615052e-02      -6.082277888697e-05      -6.217736619286e-05      -7.703641907628e-06      -7.618950227101e-07      -3.886385619739e-06      -9.395801421868e-01       3.733700259419e-02       2.183112753437e-03       2.183086108567e-03      -2.690691456458e-03      -3.070690097912e-03      -2.352255322466e-03      -9.912472195451e+01       3.577699980025e-01 
       2.964274884125e+02       1.023905324692e-03      -1.103004373356e-02      -6.066433080759e-05      -6.245377010587e-05      -7.715296573499e-06      -7.563182144487e-07      -3.892209334105e-06      -9.458215564807e-01       3.754875580905e-02       2.182759487013e-03       2.182729629953e-03      -2.084245616804e-03      -2.387866234426e-03      -2.650505804946e-03      -9.918435739940e+01       3.578570546960e-01 
       2.965941516913e+02       1.024697222792e-03      -1.101800308730e-02      -6.050390816442e-05      -6.273013829278e-05      -7.726939733258e-06      -7.507752097999e-07      -3.898004598937e-06      -9.520983083551e-01       3.776109454282e-02       2.182406252259e-03       2.182374064237e-03      -1.637138561965e-03      -1.639967298540e-03      -2.868653747957e-03      -9.924400735096e+01       3.579441144892e-01 
       2.967608149701e+02       1.025489363889e-03      -1.100599451136e-02      -6.034161919533e-05      -6.300643898371e-05      -7.738569067691e-06      -7.452678479768e-07      -3.903772157710e-06      -9.584104950103e-01       3.797401531901e-02       2.182053020632e-03       2.182019443397e-03      -1.361546370106e-03      -8.477845781286e-04      -3.000751969215e-03      -9.930367180960e+01       3.580311772259e-01 
       2.969274782489e+02       1.026281747982e-03      -1.099401833266e-02      -6.017763884164e-05      -6.328264519178e-05      -7.750180662514e-06      -7.397977687424e-07      -3.909512531114e-06      -9.647582131054e-01       3.818751461722e-02       2.181699776997e-03       2.181665786518e-03      -1.264880349394e-03      -3.331114531485e-05      -3.043243436765e-03      -9.936335077574e+01       3.581182426950e-01 
       2.970941415277e+02       1.027074375071e-03      -1.098207489308e-02      -6.001210135298e-05      -6.355873685688e-05      -7.761770603235e-06      -7.343663080099e-07      -3.915226323014e-06      -9.711415587514e-01       3.840158893144e-02       2.181346519643e-03       2.181313098985e-03      -1.349589142014e-03       7.808710423917e-04      -2.995056077262e-03      -9.942304424980e+01       3.582053107234e-01 
       2.972608048065e+02       1.027867245155e-03      -1.097016456078e-02      -5.984507396067e-05      -6.383469778023e-05      -7.773336056205e-06      -7.289744946140e-07      -3.920914416517e-06      -9.775606275135e-01       3.861623474811e-02       2.180993260273e-03       2.180961372393e-03      -1.613096387984e-03       1.572214870170e-03      -2.857629748536e-03      -9.948275223223e+01       3.582923811870e-01 
       2.974274680853e+02       1.028660358236e-03      -1.095828774986e-02      -5.967656818029e-05      -6.411051154880e-05      -7.784874868972e-06      -7.236231307702e-07      -3.926577873443e-06      -9.840155144144e-01       3.883144857423e-02       2.180640023618e-03       2.180610584818e-03      -2.047876729518e-03       2.318830062314e-03      -2.634874057679e-03      -9.954247472348e+01       3.583794540123e-01 
       2.976097979603e+02       1.029528303459e-03      -1.094533346794e-02      -5.949051320386e-05      -6.441205985709e-05      -7.797463897000e-06      -7.178157541903e-07      -3.932746492360e-06      -9.911183087281e-01       3.906753940410e-02       2.180253652144e-03       2.180227856909e-03      -2.705131478752e-03       3.060137418481e-03      -2.300891036521e-03      -9.960782783708e+01       3.584747144911e-01 
       2.977509786583e+02       1.030200565963e-03      -1.093533117033e-02      -5.934518540057e-05      -6.464539895570e-05      -7.807184051230e-06      -7.133530263353e-07      -3.937504053435e-06      -9.966477105233e-01       3.925080938487e-02       2.179954568248e-03       2.179932209649e-03      -3.330926003579e-03       3.564755095934e-03      -1.984317426773e-03      -9.965844364141e+01       3.585484780158e-01 
       2.978921593563e+02       1.030873002837e-03      -1.092535401877e-02      -5.919867116722e-05      -6.487859171831e-05      -7.816877778514e-06      -7.089199944106e-07      -3.942245699016e-06      -1.002203013055e+00       3.943447984744e-02       2.179655600601e-03       2.179637139475e-03      -4.045113593386e-03       3.997773242146e-03      -1.624031546785e-03      -9.970906985810e+01       3.586222432986e-01 
